time,.header.id,.header.msg_type,.header.port_addr,.header.length,.header.sequence,.header.idle_time,.header.time_status,.header.gps_week,.header.gps_week_seconds,.header.receiver_status,.header.reserved,.header.software_version,.ins_status,.position_type,.latitude,.longitude,.altitude,.undulation,.north_velocity,.east_velocity,.up_velocity,.roll,.pitch,.azimuth,.latitude_std,.longitude_std,.altitude_std,.north_velocity_std,.east_velocity_std,.up_velocity_std,.roll_std,.pitch_std,.azimuth_std,.extended_status,.seconds_since_update
2021/09/06/13:42:57.373884,1465,0,64,126,0,113,180,2051,46838000,0,19988,13754,3,54,22.2980086946,114.177516883,9.80653765798,-2.20000004768,-4.06421934811,-4.47422445604,0.244285428201,-1.60336847946,0.00966456256028,227.224938387,0.839344024658,0.695738554001,0.558343470097,0.0256322585046,0.0282364487648,0.0454544313252,0.0111088054255,0.0124031575397,0.0709352120757,450,0
2021/09/06/13:43:01.232638,1465,0,64,126,0,106,180,2051,46839000,0,19988,13754,3,54,22.2979716989,114.177471564,9.95575086679,-2.20000004768,-4.25261061501,-4.83317037788,0.146461703529,-2.03028164261,0.346494197257,227.993806712,0.872625052929,0.711566030979,0.575573205948,0.026287464425,0.0290394816548,0.0467942915857,0.0112783387303,0.0126878181472,0.0711074322462,450,0
2021/09/06/13:43:03.858458,1465,0,64,126,0,106,180,2051,46840000,0,19988,13754,3,54,22.2979335514,114.177423056,10.1405786723,-2.20000004768,-4.02087911207,-5.37567022914,0.163860248521,-2.5289164741,0.255534747042,230.159049957,0.903174698353,0.72155380249,0.593360185623,0.0268079526722,0.0294724293053,0.0477775223553,0.0112610468641,0.0128637589514,0.0712917223573,450,0
2021/09/06/13:43:04.753418,1465,0,64,126,0,104,180,2051,46841000,0,19988,13754,3,54,22.2978967914,114.177370349,10.2839277852,-2.20000004768,-4.15449843508,-5.49353210449,0.135917489703,-1.2160752093,-0.161616492946,231.843283981,0.920488059521,0.722719907761,0.611686885357,0.0270095057786,0.0296529792249,0.0475889332592,0.0109455492347,0.0126746250317,0.0714877545834,450,0
2021/09/06/13:43:06.476394,1465,0,64,126,0,103,170,2051,46842000,0,19988,13754,3,54,22.2978585844,114.177317231,10.3832989195,-2.20000004768,-4.38878339554,-5.62202360132,0.0596939291258,-1.41232257649,-0.281883609401,230.751197565,0.958697676659,0.744274437428,0.630701899529,0.0277742631733,0.0310143548995,0.0491535589099,0.0111465929076,0.0128745520487,0.0716442316771,450,0
2021/09/06/13:43:10.755384,1465,0,64,126,0,103,180,2051,46843000,0,19988,13754,3,53,22.2978182192,114.177262334,10.5311812302,-2.20000004768,-4.57429498588,-5.71969967262,0.13042389814,-1.08935031173,-0.106518086531,229.658315478,0.985225856304,0.768149197102,0.650332927704,0.028367780149,0.0319295749068,0.05014609918,0.0113172112033,0.0128533989191,0.0717940256,450,0
2021/09/06/13:43:14.933149,1465,0,64,126,0,111,180,2051,46844000,0,19988,13754,3,53,22.2977762571,114.177205183,10.6506248442,-2.20000004768,-4.8188364467,-5.81566420998,0.110837697377,-0.525671199454,-0.0227970355135,229.278307514,0.986189126968,0.785955667496,0.670538783073,0.0284218303859,0.0327896848321,0.0493832230568,0.0114557035267,0.0125720407814,0.0719425976276,450,0
2021/09/06/13:43:19.784894,1465,0,64,126,0,108,180,2051,46845000,0,19988,13754,3,54,22.2977338515,114.177149646,10.7679667408,-2.20000004768,-4.90203613508,-5.80225069731,0.113682507662,-0.815508686532,-0.133138522835,228.664594421,0.988635003567,0.785358548164,0.689668238163,0.0283824913204,0.0312482919544,0.0486635603011,0.0111657576635,0.0123271197081,0.0720859915018,450,0
2021/09/06/13:43:24.430580,1465,0,64,126,0,107,180,2051,46846000,0,19988,13754,3,54,22.2976900471,114.17709564,10.837751911,-2.20000004768,-4.95389031161,-5.59940716976,0.0558303670219,-1.05481007389,-0.365868835963,227.516621227,1.00151014328,0.77800655365,0.710415661335,0.0283584650606,0.0299691539258,0.0483427383006,0.0108349295333,0.0122728338465,0.0722203180194,450,0
2021/09/06/13:43:26.744157,1465,0,64,126,0,95,180,2051,46847000,0,19988,13754,3,54,22.2976451343,114.177041131,10.9241633862,-2.20000004768,-5.07249051041,-5.56077466278,0.0664208566825,-0.310111983966,-0.238727586651,226.465035298,1.03290903568,0.80081820488,0.731473147869,0.0288810711354,0.0312118344009,0.0495778247714,0.0110793802887,0.0124219004065,0.0723737180233,450,0
2021/09/06/13:43:31.029871,1465,0,64,126,0,95,170,2051,46848000,0,19988,13754,3,54,22.2975992721,114.176988636,11.044221784,-2.20000004768,-5.1016704669,-5.42819241549,0.120305442477,-1.00633330102,-0.148062607512,225.456191341,1.072260499,0.825534462929,0.753868997097,0.0296334121376,0.0326284579933,0.0511680208147,0.0113090863451,0.0126419449225,0.0725310817361,450,0
2021/09/06/13:43:33.632354,1465,0,64,126,0,103,180,2051,46849000,0,19988,13754,6,19,22.2975527374,114.17693596,11.1724513769,-2.20000004768,-5.21633852231,-5.41137720963,0.0914294023955,-0.445010189477,-0.235172236675,225.461434378,1.11328959465,0.851650297642,0.776837468147,0.0303974635899,0.0340935662389,0.0528139770031,0.0115438168868,0.0128737231717,0.0726980417967,64,1
2021/09/06/13:43:34.677820,1465,0,64,126,0,103,180,2051,46850000,0,19988,13754,6,19,22.2975052226,114.17688205,11.2976498334,-2.20000004768,-5.17755461815,-5.52105535741,0.122408076326,-1.23104737548,0.06834264372,225.802106816,1.15219569206,0.874732851982,0.800351381302,0.0310522448272,0.0354803912342,0.0541307702661,0.0117026157677,0.0130378575996,0.0728782042861,64,2
2021/09/06/13:43:35.578519,1465,0,64,126,0,105,180,2051,46851000,0,19988,13754,3,54,22.2974595577,114.176829966,11.4556344775,-2.20000004768,-4.98425840755,-5.47774162051,0.272490088484,-0.17790035308,0.477574908055,226.068912901,1.182497859,0.865346729755,0.82437235117,0.0314626693726,0.0338670052588,0.0545637756586,0.0112840132788,0.01312796399,0.0730499923229,450,0
2021/09/06/13:43:39.144163,1465,0,64,126,0,104,180,2051,46852000,0,19988,13754,3,54,22.2974155854,114.176778549,11.6529025752,-2.20000004768,-4.89882959325,-5.21043941911,0.142769663374,0.851174356857,0.147425790337,226.072137826,1.21366250515,0.879935741425,0.849035680294,0.0320352651179,0.0345758087933,0.0553542524576,0.0113392006606,0.0132301803678,0.0732214078307,450,0
2021/09/06/13:43:42.170034,1465,0,64,126,0,104,180,2051,46853000,0,19988,13754,3,54,22.2973764811,114.176729039,11.8127863389,-2.20000004768,-4.73209732991,-5.06798316354,0.176662151149,0.8946460155,0.0289335313604,226.193675958,1.20004117489,0.886925876141,0.874188780785,0.0319587551057,0.0329843983054,0.0541385374963,0.0112031232566,0.0128130214289,0.0733747407794,450,0
2021/09/06/13:43:46.166420,1465,0,64,126,0,101,180,2051,46854000,0,19988,13754,3,54,22.2973361049,114.176681403,11.9773381772,-2.20000004768,-4.52568695796,-5.04677006847,0.189125454304,0.49487169118,-0.00702933449653,226.826368804,1.18703186512,0.88105070591,0.899923682213,0.0317431278527,0.0328691378236,0.0523054972291,0.0110974833369,0.0125736556947,0.0735197365284,450,0
2021/09/06/13:43:50.355487,1465,0,64,126,0,101,180,2051,46855000,0,19988,13754,3,54,22.2972984236,114.176633402,12.1337572914,-2.20000004768,-4.17137668005,-4.99392509549,0.136890154645,1.28673168304,-0.23023077466,228.454814362,1.19835317135,0.893424928188,0.92538022995,0.0319835171103,0.0338020436466,0.0522301383317,0.0112832970917,0.0126227689907,0.0737051069736,450,0
2021/09/06/13:43:53.765260,1465,0,64,126,0,109,180,2051,46856000,0,19988,13754,3,54,22.2972621728,114.176584865,12.2869111011,-2.20000004768,-4.02755225103,-5.13985654975,0.230592959048,1.91955435015,0.180909883854,231.25909217,1.23507809639,0.918441414833,0.952141463757,0.0327273011208,0.0349736697972,0.0535889007151,0.0115925045684,0.0128883598372,0.0739254057407,450,0
2021/09/06/13:43:56.844270,1465,0,64,126,0,110,180,2051,46857000,0,19988,13754,3,54,22.2972293014,114.176534773,12.451791523,-2.20000004768,-3.53404578003,-5.30916577921,0.178562438933,1.61893992923,0.212871822509,235.169677087,1.26437926292,0.944039940834,0.979539096355,0.0333806201816,0.035500086844,0.0547419041395,0.0118238264695,0.0129772592336,0.074176594615,450,0
2021/09/06/13:44:01.983389,1465,0,64,126,0,110,180,2051,46858000,0,19988,13754,3,54,22.2972013791,114.176482476,12.6232184842,-2.20000004768,-2.98781636987,-5.50045205472,0.10401121581,1.58165828376,-0.205309472015,240.652399183,1.28574502468,0.969910979271,1.0074557066,0.0339883901179,0.0353002771735,0.0556595288217,0.0119521887973,0.0129968002439,0.0744770169258,450,0
2021/09/06/13:44:03.322799,1465,0,64,126,0,112,180,2051,46859000,0,19988,13754,3,54,22.2971804282,114.176427051,12.7821506923,-2.20000004768,-2.28692511502,-5.91626966619,0.0898096839921,1.6883436471,0.247197609583,248.703775074,1.2993953228,0.996358036995,1.03596878052,0.0345346108079,0.0344714336097,0.0563425719738,0.0119002694264,0.0127804428339,0.0748289898038,450,0
2021/09/06/13:44:04.098519,1465,0,64,126,0,105,180,2051,46860000,0,19988,13754,3,54,22.2971682197,114.176365504,12.9323319821,-2.20000004768,-1.40087927292,-6.3293808604,0.116838845062,1.9149951158,-0.147752472078,256.70763561,1.29898810387,1.00744795799,1.06488740444,0.0347799956799,0.0332511998713,0.0559862554073,0.0117635438219,0.0125151919201,0.0752215757966,450,0
2021/09/06/13:44:06.542614,1465,0,64,126,0,104,180,2051,46861000,0,19988,13754,3,54,22.297160023,114.176301299,13.0531874066,-2.20000004768,-0.64014806771,-6.74568672036,0.110370890535,1.95653071813,-0.260301329495,264.319792442,1.33537948132,1.03272283077,1.09453809261,0.0355469286442,0.0345153845847,0.0572517365217,0.0118721229956,0.0126641206443,0.0756809264421,450,0
2021/09/06/13:44:10.239693,1465,0,64,126,0,104,180,2051,46862000,0,19988,13754,3,54,22.2971582324,114.176235073,13.1913753645,-2.20000004768,0.0202400349091,-6.81951858743,0.199281658639,1.61583667496,0.702153373532,269.846333674,1.37020874023,1.06114804745,1.1247407198,0.0363507866859,0.0360188111663,0.0585238933563,0.0120520265773,0.0127821331844,0.076118580997,450,0
2021/09/06/13:44:14.446787,1465,0,64,126,0,96,180,2051,46863000,0,19988,13754,3,54,22.2971617578,114.176167913,13.356205293,-2.20000004768,0.462705462882,-6.96347605374,0.173555970286,1.28826876655,0.275179029872,273.367373418,1.38084518909,1.07963848114,1.15452289581,0.0368766672909,0.0368201397359,0.0586451552808,0.012118473649,0.0127423880622,0.0764780342579,450,0
2021/09/06/13:44:18.946176,1465,0,64,126,0,96,180,2051,46864000,0,19988,13754,3,54,22.2971702198,114.176100889,13.5103175035,-2.20000004768,0.654975622054,-6.76959807342,0.135861784534,1.3628823979,-0.00807204908159,275.362747901,1.38256633282,1.09750247002,1.18485832214,0.0372574441135,0.037378013134,0.0581824332476,0.0121826641262,0.0126174176112,0.076718300581,450,0
2021/09/06/13:44:22.928874,1465,0,64,126,0,97,180,2051,46865000,0,19988,13754,3,54,22.2971764877,114.176036987,13.6753063556,-2.20000004768,0.651923072691,-6.47604523919,0.166290006346,1.26855793225,-0.418454213405,275.933042616,1.42185795307,1.12212061882,1.21584153175,0.0380619503558,0.0381589382887,0.0596285276115,0.0122614018619,0.0128058018163,0.0769122093916,450,0
2021/09/06/13:44:25.596107,1465,0,64,126,0,97,180,2051,46866000,0,19988,13754,3,54,22.2971816876,114.175978545,13.8240932748,-2.20000004768,0.578541657063,-5.91841201886,0.179146790621,1.6642197401,-0.098526296137,275.591979017,1.44150173664,1.07739388943,1.24508261681,0.0378587022424,0.0342789255083,0.0588556751609,0.0114188175648,0.0128921419382,0.0767699405551,450,0
2021/09/06/13:44:26.802544,1465,0,64,126,0,94,180,2051,46867000,0,19988,13754,3,54,22.2971851308,114.17592989,13.9588282527,-2.20000004768,0.290148278365,-4.64814569848,0.163216876363,1.73382386913,-0.270078073397,274.560308726,1.44124639034,1.03977274895,1.26987218857,0.0378981493413,0.0314856618643,0.0570651739836,0.0108386036009,0.0128436004743,0.0767101868987,450,0
2021/09/06/13:44:27.899459,1465,0,64,126,0,94,180,2051,46868000,0,19988,13754,3,54,22.2971881082,114.175889565,14.1374045331,-2.20000004768,0.0974189898188,-3.93577653034,0.157941074838,1.55339668561,0.214077990374,273.101652109,1.4123197794,1.00324261189,1.30038797855,0.0375719107687,0.0294749438763,0.0545473881066,0.0104489000514,0.0126199908555,0.0766702070832,450,0
2021/09/06/13:44:28.667983,1465,0,64,126,0,96,180,2051,46869000,0,19988,13754,3,54,22.2971951254,114.175854717,14.0999817559,-2.20000004768,0.181627222423,-3.88657020413,0.164086859646,1.64429785142,-0.292580198683,272.172253651,1.22482025623,0.879310727119,1.28700482845,0.0354611799121,0.020125085488,0.0409826897085,0.00905992649496,0.0112598128617,0.0765748247504,450,0
2021/09/06/13:44:30.153675,1465,0,64,126,0,95,180,2051,46870000,0,19988,13754,3,54,22.2971953555,114.175818952,13.8768897057,-2.20000004768,-0.00551371386758,-3.69000241906,0.066231543486,1.21071158892,0.0990730719356,271.437785993,1.0983029604,0.805798828602,1.27002573013,0.0343971922994,0.0166146382689,0.0350653603673,0.00873391143978,0.0108210891485,0.076458312571,195,0
2021/09/06/13:44:33.691111,1465,0,64,126,0,83,180,2051,46871000,0,19988,13754,3,54,22.2971947987,114.175787246,13.3554285588,-2.20000004768,0.0586862028817,-3.02681513339,0.150392829015,0.653287006805,0.0879135477621,271.337615593,0.997209489346,0.758483588696,1.2437826395,0.0328138880432,0.0143794864416,0.0294066891074,0.00862472690642,0.0102268066257,0.0763647481799,450,0
2021/09/06/13:44:37.989648,1465,0,64,126,0,83,180,2051,46872000,0,19988,13754,3,54,22.297195734,114.175759621,12.9987619799,-2.20000004768,0.156127109297,-3.18606670954,0.110084598741,-0.245984631024,0.375825500308,273.538931215,0.933218002319,0.723914563656,1.22188591957,0.0315624698997,0.0130662294105,0.0259645134211,0.00856686290354,0.0098938094452,0.076354265213,450,0
2021/09/06/13:44:41.429141,1465,0,64,126,0,84,180,2051,46873000,0,19988,13754,3,54,22.297199868,114.175723793,12.836704582,-2.20000004768,0.295071051489,-3.92784348598,0.168164303319,-0.556067311774,0.146008084826,275.121869937,0.891026437283,0.697253406048,1.20408046246,0.0305799804628,0.0121915712953,0.0236687287688,0.00853695720434,0.0096963616088,0.0763736367226,450,0
2021/09/06/13:44:44.877131,1465,0,64,126,0,84,180,2051,46874000,0,19988,13754,3,54,22.2972038902,114.175683946,12.7356417682,-2.20000004768,0.642324897021,-4.28363369935,0.134033522345,-1.28024943748,0.449761248026,277.174524603,0.8536708951,0.673956871033,1.20585799217,0.0300206318498,0.011877708137,0.0217918120325,0.00861034635454,0.00951135158539,0.076411947608,450,0
2021/09/06/13:44:48.237404,1465,0,64,126,0,103,180,2051,46875000,0,19988,13754,3,54,22.297211682,114.175640912,12.6038532592,-2.20000004768,0.891408272545,-4.67250811776,0.106936903323,-0.734560591209,0.635898088304,280.848400369,0.822122097015,0.652934074402,1.20177578926,0.0293231531978,0.0120560312644,0.020197302103,0.00877209380269,0.00928633846343,0.0765925347805,450,0
2021/09/06/13:44:51.921798,1465,0,64,126,0,95,180,2051,46876000,0,19988,13754,3,54,22.2972241799,114.175598607,12.3195270104,-2.20000004768,1.8554277073,-4.30238685104,0.182662265867,-0.304003380747,1.16395114321,290.981607973,0.791493415833,0.641262769699,1.20431375504,0.0284386351705,0.0125358123332,0.019468234852,0.00884324591607,0.00917978771031,0.0770073533058,450,0
2021/09/06/13:44:54.892644,1465,0,64,126,0,90,180,2051,46877000,0,19988,13754,3,54,22.2972451392,114.175560712,12.300589228,-2.20000004768,2.82526866692,-3.49493813309,0.164346901125,0.636414014177,0.50635387177,305.22656595,0.775356292725,0.639297366142,1.1971527338,0.0281263906509,0.0131782544777,0.019123217091,0.00897471606731,0.0092852441594,0.0778775140643,450,0
2021/09/06/13:44:56.457801,1465,0,64,126,0,90,180,2051,46878000,0,19988,13754,3,54,22.2972745752,114.175530254,12.3431109311,-2.20000004768,3.75385151685,-2.79241405804,0.138429071852,-0.521291326754,0.691929425205,321.144142541,0.760646402836,0.637350618839,1.19060766697,0.0279670488089,0.0138626368716,0.0191360134631,0.00906257890165,0.00934826023877,0.0790499225259,450,0
2021/09/06/13:44:57.628085,1465,0,64,126,0,98,180,2051,46879000,0,19988,13754,3,54,22.2973100748,114.175507139,12.2482460765,-2.20000004768,4.20726913473,-1.91621602162,0.0867838914237,-2.31015241985,-0.714806983353,333.09330369,0.746544778347,0.635227382183,1.18894720078,0.027947390452,0.0146022615954,0.0192797910422,0.00914857070893,0.00942954327911,0.0801329389215,450,0
2021/09/06/13:45:00.911665,1465,0,64,126,0,98,180,2051,46880000,0,19988,13754,3,54,22.2973499447,114.17549346,11.9602375105,-2.20000004768,4.61721120364,-1.00033583975,0.0259660720622,-1.84098229504,-0.0622394957287,346.367864859,0.735727012157,0.6332244277,1.19336998463,0.0278753377497,0.0157211534679,0.0193510148674,0.00929191429168,0.00939899031073,0.0811312794685,450,0
2021/09/06/13:45:05.593275,1465,0,64,126,0,97,180,2051,46881000,0,19988,13754,3,54,22.2973942649,114.175490326,11.7020348553,-2.20000004768,5.127907788,0.261648049603,0.117151488866,-2.10403384724,0.103665802001,0.97231795556,0.726591050625,0.631388068199,1.196621418,0.0277051571757,0.0163984149694,0.0194421242923,0.00937663484365,0.00936460029334,0.0823346674442,450,0
2021/09/06/13:45:10.959525,1465,0,64,126,0,97,180,2051,46882000,0,19988,13754,3,54,22.297441476,114.17549712,11.6098995628,-2.20000004768,5.48379347315,0.959758163304,0.0750626982291,-1.01442416178,0.222944800525,8.96450212682,0.718408405781,0.622749209404,1.21327102184,0.0278418716043,0.0176299568266,0.0199716128409,0.00950077455491,0.00933539122343,0.0834177881479,450,0
2021/09/06/13:45:13.026020,1465,0,64,126,0,98,180,2051,46883000,0,19988,13754,3,54,22.2974931913,114.175507125,11.5550959706,-2.20000004768,5.9985662503,0.952136049475,0.0872578938492,-0.763210569806,0.4145650243,8.9652579133,0.711419761181,0.61566644907,1.22578513622,0.0277253650129,0.0184983778745,0.0202600248158,0.00955395959318,0.00923227891326,0.083426207304,450,0
2021/09/06/13:45:16.609800,1465,0,64,126,0,97,180,2051,46884000,0,19988,13754,3,54,22.2975494894,114.175516631,11.5609900327,-2.20000004768,6.50951413139,0.960498150406,0.0776214882358,-0.85951184756,0.291097121863,7.60595807272,0.705758571625,0.614846765995,1.24082374573,0.0280069261789,0.0195315834135,0.0208457261324,0.00966992136091,0.00933505687863,0.0832949355245,450,0
2021/09/06/13:45:20.043826,1465,0,64,126,0,97,180,2051,46885000,0,19988,13754,3,54,22.297610203,114.175525613,11.5465995688,-2.20000004768,6.99362764408,0.915384137435,0.0312102963263,-0.266775930975,-0.0913992512672,6.67331344181,0.7008061409,0.614429473877,1.25824165344,0.0281846988946,0.0205632708967,0.0210780501366,0.00974468979985,0.00932531058788,0.0830480009317,450,0
2021/09/06/13:45:21.916367,1465,0,64,126,0,97,180,2051,46886000,0,19988,13754,3,54,22.2976739706,114.175535255,11.4519685069,-2.20000004768,7.43006895793,1.07301591704,0.13986430899,-0.282292582365,0.428160053406,7.06171924241,0.677260875702,0.606259644032,1.2226023674,0.0273375846446,0.0209718402475,0.0204665865749,0.00971315521747,0.00906982738525,0.0827829316258,450,0
2021/09/06/13:45:22.859737,1465,0,64,126,0,96,180,2051,46887000,0,19988,13754,3,53,22.2977420647,114.17554577,11.4258923307,-2.20000004768,7.74418347501,1.15553639921,0.0537303831677,-0.242362774317,0.0877642983835,7.49870677558,0.677841484547,0.607218325138,1.23478639126,0.0274031665176,0.0216910857707,0.0199660342187,0.00977774523199,0.0088877081871,0.0828142985702,195,0
2021/09/06/13:45:23.862989,1465,0,64,126,0,96,180,2051,46888000,0,19988,13754,3,53,22.2978135258,114.175557143,11.4357537068,-2.20000004768,8.08021390417,1.22031546959,0.148453726329,-0.496231739028,0.230678906106,7.69555720688,0.678417682648,0.608877062798,1.24276959896,0.027454091236,0.0225633326918,0.0197372082621,0.00990393292159,0.00877218320966,0.082908436656,450,0
2021/09/06/13:45:26.371366,1465,0,64,126,0,107,180,2051,46889000,0,19988,13754,3,53,22.2978875323,114.175569393,11.3670719173,-2.20000004768,8.41060579679,1.32873622442,0.00377424864265,0.100062821925,-0.204520747747,7.79387927712,0.679029583931,0.611337840557,1.2582410574,0.0276445429772,0.0235157068819,0.019928611815,0.0100327869877,0.00878102332354,0.0830275863409,450,0
2021/09/06/13:45:29.846412,1465,0,64,126,0,97,180,2051,46890000,0,19988,13754,3,53,22.2979652366,114.1755822,11.3445877982,-2.20000004768,8.84208583767,1.30036505623,0.0298156005439,0.61149962316,0.30287538935,7.55257230655,0.679710924625,0.614816725254,1.2768291235,0.0278769433498,0.0245451722294,0.0206226035953,0.0102010145783,0.00889540184289,0.0831890180707,450,0
2021/09/06/13:45:31.565296,1465,0,64,126,0,97,180,2051,46891000,0,19988,13754,3,53,22.2980470092,114.175594879,11.4108400699,-2.20000004768,9.19973445489,1.36664597577,0.0919029912185,-0.120756036425,0.363229147123,7.35031507013,0.680543482304,0.619503736496,1.29886639118,0.0283265411854,0.0258849933743,0.0214874148369,0.0103435972705,0.00899615231901,0.0832990780473,450,0
2021/09/06/13:45:33.734178,1465,0,64,126,0,106,180,2051,46892000,0,19988,13754,3,53,22.2981313608,114.175607977,11.4431343945,-2.20000004768,9.42985157145,1.42799815129,0.11902076816,-0.475253401721,0.557622214055,7.61402313508,0.681494235992,0.625596880913,1.31964540482,0.0287784226239,0.0273341760039,0.0225009899586,0.0105528282002,0.00915221311152,0.0834756493568,450,0
2021/09/06/13:45:37.436869,1465,0,64,126,0,102,170,2051,46893000,0,19988,13754,3,53,22.2982159074,114.175621319,11.4766425136,-2.20000004768,9.65511807525,1.34762305421,0.13616377368,0.00483506455174,0.404797793628,7.01425316718,0.682771623135,0.63315320015,1.34061729908,0.029251402244,0.0287294462323,0.0235388185829,0.0107592847198,0.00935249961913,0.0836594849825,450,0
2021/09/06/13:45:40.402696,1465,0,64,126,0,102,180,2051,46894000,0,19988,13754,3,53,22.2983037179,114.175634233,11.5354264844,-2.20000004768,9.82805128141,1.36113443242,0.0503616941302,-0.300576490631,0.0641820536917,6.93435866922,0.684368610382,0.642455935478,1.36316514015,0.029734686017,0.0301586855203,0.0246372893453,0.0109506398439,0.00962169189006,0.0838156789541,450,0
2021/09/06/13:45:44.470395,1465,0,64,126,0,104,180,2051,46895000,0,19988,13754,3,53,22.2983946067,114.17564781,11.5371381147,-2.20000004768,10.0279953607,1.33683527308,0.0641453073738,-0.604817406148,0.317081175973,6.94094093586,0.686244189739,0.653150141239,1.38553392887,0.0301559362561,0.031245386228,0.0257553122938,0.0111076971516,0.00966356694698,0.083969719708,450,0
2021/09/06/13:45:47.982200,1465,0,64,126,0,104,170,2051,46896000,0,19988,13754,3,53,22.2984837626,114.175661316,11.5092883874,-2.20000004768,10.0980178348,1.40843228511,0.0450960201365,-0.517707314332,0.212305235355,6.96484633226,0.688618659973,0.665942072868,1.40430164337,0.0306529067457,0.0327269770205,0.0267742052674,0.0112592531368,0.00993903167546,0.0841823518276,450,0
2021/09/06/13:45:51.146483,1465,0,64,126,0,104,170,2051,46897000,0,19988,13754,3,53,22.298576199,114.175675302,11.5496500414,-2.20000004768,10.0192551228,1.41742511375,0.0536490941889,-0.568944424866,0.207363183266,7.09792352638,0.691688597202,0.681146919727,1.42734265327,0.0312055591494,0.0342656187713,0.0280533470213,0.0114014809951,0.010250187479,0.0843779817224,450,0
2021/09/06/13:45:55.462413,1465,0,64,126,0,96,170,2051,46898000,0,19988,13754,3,53,22.2986652142,114.175689021,11.5916943001,-2.20000004768,9.6596674444,1.40629951336,0.0518861369917,-0.762274848154,0.304495051456,7.30917973782,0.695461571217,0.698627352715,1.44982433319,0.0317615196109,0.0358213856816,0.0293662846088,0.011571357958,0.0104279881343,0.0845845416188,450,0
2021/09/06/13:45:59.326462,1465,0,64,126,0,96,170,2051,46899000,524288,19988,13754,3,53,22.2987506578,114.175702334,11.6619931543,-2.20000004768,9.19522106586,1.33807220189,0.0715840075562,-0.806813434783,0.159037076589,7.17849382177,0.700169086456,0.718502759933,1.47717750072,0.0323856621981,0.0373765677214,0.0308148581535,0.0117437150329,0.0106871472672,0.0847781822085,450,0
2021/09/06/13:46:01.972527,1465,0,64,126,0,108,180,2051,46900000,0,19988,13754,6,19,22.2988308248,114.175714898,11.7129159532,-2.20000004768,8.73458367667,1.3124780229,0.0432164959675,-0.726589283625,0.109523865308,7.38770452718,0.705895364285,0.740865111351,1.50493836403,0.0330269895494,0.038982860744,0.0323340967298,0.0120262382552,0.0109122442082,0.0849493965507,64,1
2021/09/06/13:46:03.335847,1465,0,64,126,0,104,170,2051,46901000,0,19988,13754,6,19,22.2989080327,114.17572731,11.7868920295,-2.20000004768,8.33681180195,1.2614604831,0.0941710723416,-0.295551509988,0.530040149623,7.37435893413,0.71278989315,0.765784740448,1.53311109543,0.0336730405688,0.0406202450395,0.0339043289423,0.0122745987028,0.011061844416,0.0851486772299,64,2
2021/09/06/13:46:05.808409,1465,0,64,126,0,102,180,2051,46902000,0,19988,13754,6,19,22.2989811046,114.175738876,11.8563050488,-2.20000004768,7.83253425467,1.22875216878,0.0578446398973,-0.736552477059,0.211753090901,7.56465153019,0.721003234386,0.793305456638,1.56169629097,0.0343448482454,0.0423205159605,0.035525303334,0.0124467005953,0.0113380597904,0.0852975100279,64,3
2021/09/06/13:46:07.707424,1465,0,64,126,0,102,180,2051,46903000,0,19988,13754,3,19,22.2990498207,114.175750458,11.9250968862,-2.20000004768,7.1649186588,1.14524274175,0.0214279236308,-0.529793171446,0.0935451795557,7.98537464805,0.730683326721,0.823466062546,1.59070491791,0.0350253805518,0.0440573990345,0.0372054874897,0.0126564037055,0.0115881133825,0.085528999567,192,4
2021/09/06/13:46:10.666784,1465,0,64,126,0,98,180,2051,46904000,0,19988,13754,3,54,22.2991112426,114.175761271,11.9723824821,-2.20000004768,6.37125190304,1.05953623428,0.0966624356533,-0.667530383771,0.0639175801209,8.55584510375,0.738955199718,0.847087979317,1.61795842648,0.0353551544249,0.0448000542819,0.0381907820702,0.0126925613731,0.0115647614002,0.0856992006302,448,0
2021/09/06/13:46:15.500611,1465,0,64,126,0,98,170,2051,46905000,0,19988,13754,3,54,22.2991629289,114.175771063,12.0175118838,-2.20000004768,5.32982620375,0.946553383634,0.0613313266348,-0.710170119122,-0.00492328911556,9.00278797591,0.750251531601,0.880572974682,1.64742648602,0.0359850004315,0.0463598705828,0.0398713164032,0.012869217433,0.0117539009079,0.0858702883124,450,0
2021/09/06/13:46:17.938637,1465,0,64,126,0,102,170,2051,46906000,0,19988,13754,3,53,22.2992074375,114.175779861,12.0556266662,-2.20000004768,4.25633643597,0.763372986327,0.018891033329,-0.50377897542,-0.220223385365,9.27951888882,0.761730968952,0.917171299458,1.67216026783,0.0365310385823,0.0479996949434,0.0413088016212,0.0130046373233,0.0119046028703,0.0860777720809,450,0
2021/09/06/13:46:21.428207,1465,0,64,126,0,96,180,2051,46907000,0,19988,13754,3,53,22.2992393166,114.17578622,12.0744242324,-2.20000004768,2.82099780925,0.502890098674,0.0538190722291,-0.16561007172,0.0729629571831,9.06750506821,0.774223089218,0.956368505955,1.69962465763,0.0371067859232,0.0497035458684,0.0428353175521,0.0131640573964,0.0119127966464,0.0862588658929,450,0
